# Program:featureCounts v2.1.1; Command:"featureCounts" "-g" "gene_id" "-a" "clean_anno.gtf" "-o" "fcounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
YOR047C	17	20	152	367
YOR048C	404	418	280	823
YOR049C	633	398	135	441
YOR051C	104	328	572	1624
YOR052C	1204	1773	139	447
YOR054C	1318	654	88	352
YOR056C	660	758	547	1807
YOR057W	635	602	186	650
YOR058C	257	302	54	185
YNCO0016W	0	0	1	0
YOR059C	974	857	104	328
YOR060C	131	123	22	105
YOR061W	708	1049	217	825
YOR062C	402	196	1151	4980
YOR063W	5939	17135	9465	36791
YOR064C	848	625	86	309
YOR065W	4396	5658	219	836
YOR066W	187	390	60	238
YOR067C	93	123	80	258
YOR069W	280	449	43	158
YOR068C	0	0	0	0
YOR070C	218	306	27	112
YOR071C	216	147	61	116
YOR072W	3	7	3	3
YNCO0017W	0	0	0	0
YOR072W-B	0	1	0	0
YOR073W	31	90	31	110
YOR074C	39	572	7	15
YOR075W	947	723	55	177
YOR076C	81	86	53	169
YOR077W	117	87	74	201
YOR078W	127	180	525	2063
YOR079C	9	9	37	143
YOR080W	81	119	19	91
YOR081C	133	183	93	296
YOR083W	47	50	8	17
YOR084W	1438	3110	54	176
YOR085W	143	275	71	240
YOR086C	1032	1260	45	216
YNCO0018W	0	0	0	0
YOR087W	33	96	10	95
YOR089C	1578	2087	227	959
YOR090C	467	420	106	369
YOR091W	143	445	629	2495
YOR092W	139	167	466	1431
YOR093C	191	268	59	212
YOR094W	54	159	86	394
YOR095C	135	449	235	897
YOR096W	968	2804	2809	11196
YOR097C	877	481	69	262
YOR098C	952	694	408	1414
YOR099W	1083	1182	158	634
YOR100C	4102	2294	49	77
YOR101W	254	178	94	361
YOR103C	271	418	57	303
YOR104W	153	111	19	87
YOR105W	8	7	4	9
YOR106W	267	268	81	368
YOR107W	261	58	564	1565
YOR108W	42	116	608	1813
YOR109W	267	441	96	456
YOR110W	101	112	90	281
YOR111W	360	457	18	85
YOR112W	183	445	79	252
YOR113W	699	554	31	95
YOR114W	150	291	6	18
YOR115C	69	171	43	253
YOR116C	580	501	468	1415
YOR117W	1966	2817	208	925
YOR118W	767	505	126	492
YOR119C	701	442	205	570
YOR120W	2258	1754	65	223
YOR122C	4481	4162	451	2116
YOR123C	1664	1931	190	621
YOR124C	1119	1106	52	190
YOR125C	757	686	25	101
YOR126C	425	458	35	154
YOR127W	258	399	87	306
YOR128C	550	1159	924	2169
YOR129C	89	99	109	283
YOR130C	10	54	17	96
YNCO0019W	0	0	0	1
YOR131C	287	693	37	171
YOR132W	1330	1312	35	163
YOR133W	886	943	241	707
YOR134W	318	41	3	7
YOR136W	2990	8619	45	307
YOR137C	146	79	18	103
YOR138C	293	212	95	322
YOR140W	280	273	239	614
YOR141C	995	1142	78	316
YOR142W	1510	3785	64	344
YNCO0020C	1	5	2	18
YOR142W-A	0	0	0	0
YOR142W-B	0	0	0	0
YOR143C	19	50	20	118
YOR144C	22	63	20	94
YOR145C	326	466	1370	4911
YOR147W	1419	1541	220	678
YOR148C	375	245	59	239
YOR149C	56	92	60	162
YOR150W	180	761	51	266
YOR151C	1540	1555	414	1326
YOR152C	639	256	48	97
YOR153W	551	845	531	636
YOR154W	301	257	165	582
YOR155C	134	259	18	85
YOR156C	90	75	38	106
YOR157C	1503	2072	153	918
YOR158W	227	597	90	345
YOR159C	146	118	90	316
YOR160W	378	361	260	915
YOR161C	439	286	340	2001
YOR161C-C	0	3	3	8
YOR162C	660	511	70	245
YOR163W	430	475	49	241
YOR164C	581	846	66	330
YOR165W	1007	1197	133	416
YOR166C	60	143	88	275
YOR167C	888	2013	1347	4664
YOR168W	1106	1355	709	2480
YOR171C	1015	1134	193	609
YOR172W	334	526	73	241
YOR173W	7140	4623	98	200
YOR174W	219	476	36	162
YOR175C	1504	1141	47	164
YOR176W	656	662	16	111
YNCO0021C	1	0	0	1
YOR177C	32	25	0	7
YOR178C	2604	4364	52	207
YOR179C	184	315	18	71
YOR180C	812	306	37	84
YOR181W	197	267	48	140
YOR182C	544	980	1038	3883
YOR183W	7	5	5	16
YOR184W	1670	1641	346	1462
YNCO0022C	19	24	0	9
YOR185C	4707	3480	75	187
YOR186W	99	56	6	18
YOR187W	1185	3978	230	902
YOR188W	173	302	47	187
YOR189W	264	382	52	154
YOR190W	124	76	7	29
YOR191W	1471	1250	110	309
YOR192C	64	46	7	27
YOR192C-C	2	7	0	0
YOR192C-B	0	1	3	4
YOR192C-A	0	0	0	0
YNCO0023W	0	0	0	0
YOR193W	195	191	15	134
YOR194C	992	1042	168	607
YOR195W	354	500	34	138
YOR196C	1008	928	185	632
YOR197W	2714	2889	177	794
YOR198C	428	2315	208	1022
YOR201C	22	72	159	512
YOR202W	454	423	213	835
YOR204W	732	2002	925	2406
YOR205C	120	240	117	404
YOR206W	489	1022	873	2785
YOR207C	1082	606	389	1250
YOR208W	924	607	90	228
YOR209C	2213	3330	364	1349
YOR210W	319	434	371	1322
YOR211C	304	350	50	230
YOR212W	94	106	6	44
YOR213C	270	306	62	195
YOR214C	5	1	1	1
YOR215C	7215	5326	89	249
YOR216C	96	223	42	154
YOR217W	350	366	73	268
YOR219C	780	419	56	226
YOR220W	6999	3979	107	413
YOR221C	385	335	69	244
YOR222W	46	416	104	381
YNCO0024C	31	74	1	9
YOR223W	430	544	25	127
YOR224C	131	360	558	2236
YOR226C	23	24	522	739
YOR227W	1623	1060	63	171
YOR228C	415	707	15	84
YOR229W	98	149	113	373
YOR230W	8752	5182	201	639
YOR231W	411	280	112	486
YOR232W	556	1318	173	675
YOR233W	18	36	196	628
YOR234C	214	621	1404	5396
YOR235W	3	1	0	1
YNCO0025W	45	70	3	42
YOR236W	82	79	37	204
YOR237W	2	9	3	10
YOR238W	194	250	52	266
YOR239W	588	1079	156	466
YOR241W	102	138	120	464
YOR242C	19	26	15	123
YOR243C	102	196	362	1072
YOR244W	935	788	186	520
YOR245C	1033	753	93	422
YOR246C	138	229	312	1217
YOR247W	484	1378	97	1110
YOR249C	140	186	28	80
YOR250C	188	354	42	138
YOR251C	1079	1260	224	738
YOR252W	182	322	438	1453
YOR253W	63	180	59	243
YOR254C	141	393	220	766
YOR255W	12	25	2	3
YOR256C	1574	819	110	324
YOR257W	2084	1389	94	217
YOR258W	215	255	33	101
YOR259C	3538	4425	217	916
YOR260W	378	417	329	1412
YOR261C	3487	4494	144	746
YOR262W	341	321	147	665
YOR264W	478	777	26	106
YOR265W	181	312	41	180
YOR266W	128	235	14	53
YOR267C	2221	2882	291	841
YOR268C	23	14	0	0
YOR269W	10	53	41	157
YOR270C	2543	2297	936	3581
YOR271C	20	42	749	2090
YNCO0026W	6	15	2	8
YOR272W	116	263	569	2090
YOR273C	578	397	2206	4463
YOR274W	688	1096	172	484
YOR275C	399	541	68	259
YOR276W	542	890	427	1755
YNCO0027C	55	133	24	56
YNCO0028W	24	67	10	22
YOR278W	201	241	41	202
YOR279C	45	92	31	144
YOR280C	98	293	23	128
YOR281C	173	344	135	427
YOR283W	564	550	506	1474
YOR284W	79	218	0	12
YOR285W	6862	6107	145	517
YOR286W	124	567	69	313
YOR287C	95	116	264	929
YOR288C	194	459	17	140
YOR289W	3450	1792	53	120
YNCO0029C	73	25	1	0
YOR290C	802	1017	101	407
YOR291W	176	268	132	429
YOR292C	159	154	45	199
YOR293W	1339	3128	2835	10944
YOR293C-A	0	2	4	23
YOR294W	285	287	822	2684
YOR295W	48	83	83	253
YOR296W	233	183	62	163
YOR297C	111	160	44	191
YOR298W	29	70	9	47
YOR298C-A	5986	11633	193	876
YOR299W	330	381	128	499
YOR301W	63	159	35	119
YOR302W	215	91	187	487
YOR303W	2900	1775	2555	7725
YOR304W	541	507	200	736
YOR304C-A	144	183	31	140
YOR305W	101	198	111	287
YOR306C	77	117	441	1000
YOR307C	272	191	226	593
YOR308C	181	210	76	241
YOR310C	238	789	2119	6656
YOR311C	263	289	316	1144
YOR312C	1630	4195	2884	11298
YOR313C	29	47	1	4
YOR314W	1	8	0	0
YOR315W	12	70	14	44
YOR316C	383	297	171	355
YOR316C-A	6	1	1	6
YOR317W	10736	4956	400	1380
YOR319W	516	378	86	333
YOR320C	121	187	67	242
YOR321W	165	232	9	42
YOR322C	523	562	157	576
YOR323C	316	797	188	607
YOR324C	203	127	32	149
YOR326W	792	1897	124	534
YOR327C	2881	2423	261	835
YOR328W	1844	593	25	58
YOR329C	449	543	42	209
YOR330C	246	379	60	212
YOR332W	2950	3822	432	1903
YOR334W	17	20	76	287
YOR335C	615	1202	704	2070
YOR336W	261	266	46	194
YOR337W	99	186	169	556
YOR338W	1255	832	1362	3741
YOR339C	84	21	22	58
YOR340C	14	109	587	2162
YOR341W	786	1101	1370	4475
YOR342C	77	243	294	980
YOR343C	35	27	1	3
YOR343W-A	0	0	0	0
YOR343W-B	17	2	6	18
YNCO0030W	1	0	0	0
YOR344C	1857	2067	271	691
YNCO0031W	1	0	0	5
YOR346W	141	175	60	207
YOR347C	369	356	5	23
YOR348C	1287	511	181	481
YOR349W	69	92	42	195
YOR350C	546	432	71	245
YOR351C	22	10	8	21
YOR352W	458	550	31	124
YOR353C	319	237	81	370
YOR354C	292	727	108	388
YOR355W	317	519	416	1747
YOR356W	459	335	70	322
YOR357C	258	384	48	206
YOR358W	93	344	20	112
YOR359W	14	25	322	1009
YOR360C	110	140	1282	4044
YOR361C	698	1697	1095	3670
YOR362C	1562	2436	107	627
YOR363C	627	484	112	274
YOR365C	196	52	38	128
YOR367W	224	275	111	408
YOR368W	44	151	62	277
YOR369C	1521	4611	6105	24238
YOR370C	714	1156	444	1614
YOR371C	800	468	58	109
YOR372C	397	392	35	164
YOR373W	415	216	14	60
YOR374W	45103	25946	409	596
YOR375C	595	1117	4789	11698
YOR376W	2	1	1	3
YOR376W-A	77	115	5	7
YOR377W	251	226	27	71
YOR378W	76	88	96	322
YOR380W	220	181	68	268
YOR381W	186	155	35	93
YOR381W-A	2	1	0	3
YOR382W	1070	2882	23	125
YOR383C	8839	11557	222	918
YOR384W	499	284	21	34
YOR385W	529	916	12	69
YOR386W	212	315	3	15
YOR387C	16	12	1	3
YOR388C	585	39	17	18
YOR389W	298	175	21	45
YOR390W	15	7	15	53
YOR391C	54	9	0	0
YOR393W	1	0	0	0
YOR394W	0	0	0	0
YOR394C-A	2	0	0	0
YOR396W	0	0	0	0
YPL283C	3	1	0	0
YPL282C	0	0	0	0
YPL281C	3	2	0	0
YPL280W	2	0	0	0
YPL279C	2	2	2	4
YPL278C	136	78	8	24
YPL277C	758	367	36	98
YPL276W	322	28	8	16
YPL275W	52	7	2	5
YPL274W	1731	1139	239	663
YPL273W	251	447	146	503
YPL272C	33	39	15	77
YPL271W	4214	4560	107	329
YPL270W	864	977	50	246
YPL269W	55	124	18	72
YPL268W	829	555	54	203
YPL267W	16	133	4	21
YPL266W	159	312	508	1492
YPL265W	5463	2726	107	435
YPL264C	59	47	15	61
YPL263C	75	239	288	1085
YPL262W	4977	10189	123	555
YPL261C	174	119	9	31
YPL260W	3140	3036	191	727
YPL259C	722	748	84	301
YNCP0025W	29	24	4	11
YPL258C	276	208	33	126
YNCP0001C	0	3	0	0
YPL257W-A	0	0	0	0
YPL257W-B	0	0	0	0
YPL257W	50	41	1	12
YPL256C	53	437	10	199
YPL255W	19	46	7	46
YPL254W	37	60	109	378
YPL253C	41	64	22	102
YPL252C	43	149	81	366
YPL250C	1177	2626	21	111
YPL249C-A	1588	3633	2523	10416
YPL249C	383	668	33	114
YNCP0002W	21	18	0	8
YPL248C	0	0	0	0
YPL247C	1313	1186	48	124
YPL246C	169	519	161	719
YPL245W	19	67	230	975
YPL244C	127	216	104	420
YPL243W	343	666	369	1415
YPL242C	763	750	45	147
YPL241C	54	67	6	18
YPL240C	24459	44535	325	1532
YPL239W	798	2757	405	1351
YPL237W	1037	2293	1154	4236
YPL236C	533	475	32	116
YPL235W	501	756	294	1150
YPL234C	808	1198	240	991
YPL233W	227	213	30	90
YPL232W	1744	2031	226	728
YPL231W	15063	15820	189	570
YPL230W	2202	902	36	55
YPL229W	440	344	122	398
YPL228W	119	232	74	253
YPL227C	20	88	126	432
YPL226W	266	540	1624	4208
YPL225W	2836	3000	225	1104
YPL224C	626	660	49	203
YPL223C	2222	295	31	140
YPL222W	3443	1640	55	107
YPL221W	184	261	300	1032
YPL220W	295	481	462	1680
YPL219W	175	236	24	62
YPL218W	1273	2054	183	755
YPL217C	413	389	548	1713
YPL216W	139	158	63	247
YPL215W	130	328	59	223
YPL214C	619	613	56	253
YPL213W	335	340	43	144
YPL212C	90	155	873	3058
YPL211W	62	158	605	1945
YPL210C	493	804	230	888
YPL209C	6	16	8	26
YPL208W	43	159	28	106
YPL207W	279	398	354	1020
YPL206C	1553	1766	71	301
YPL204W	574	625	539	1655
YPL203W	2538	2000	39	151
YPL202C	141	153	177	578
YPL201C	750	652	11	25
YPL200W	116	48	3	5
YPL199C	314	490	206	860
YPL198W	204	567	908	3122
YNCP0003W	3	2	6	17
YPL196W	1030	1099	28	144
YPL195W	653	832	103	331
YPL194W	85	113	12	49
YPL193W	807	318	170	546
YPL192C	99	44	27	118
YPL191C	345	199	12	33
YPL190C	2352	2426	215	730
YPL189C-A	731	540	113	272
YPL189W	12	16	47	86
YPL188W	212	185	90	271
YPL187W	14	58	2	2
YPL186C	3430	2963	46	121
YPL184C	97	122	94	318
YPL183W-A	194	324	34	112
YPL183C	61	131	311	929
YPL181W	1378	1454	219	649
YPL180W	624	548	119	325
YPL179W	3063	1979	389	1397
YNCP0004C	0	0	0	0
YPL178W	753	869	170	632
YPL177C	925	713	247	527
YPL176C	872	651	124	328
YPL175W	161	189	93	241
YPL174C	251	257	64	166
YPL173W	226	663	61	210
YPL172C	23	37	24	83
YPL171C	245	680	7	56
YPL170W	1592	1928	37	140
YPL169C	1081	1696	350	1089
YPL168W	259	499	25	114
YPL167C	875	357	36	82
YPL166W	390	254	5	13
YPL165C	648	409	7	31
YPL164C	452	382	14	90
YPL163C	405	1068	7	56
YPL162C	295	270	19	75
YPL161C	51	176	24	82
YPL160W	324	592	899	2455
YPL159C	997	686	284	937
YPL158C	305	579	34	95
YPL157W	119	155	86	279
YPL156C	831	783	47	109
YPL155C	40	100	15	90
YPL154C	11099	11507	213	759
YPL153C	7	23	3	11
YPL152W-A	0	0	0	1
YPL152W	220	325	21	144
YPL151C	570	764	117	386
YPL150W	801	825	69	270
YPL149W	1076	2060	48	276
YPL148C	197	174	66	250
YPL147W	1699	463	22	34
YPL146C	282	323	640	1919
YPL145C	757	977	414	1416
YPL144W	122	191	65	239
YNCP0005C	2	7	2	10
YPL143W	713	2420	2226	9234
YPL141C	678	445	28	75
YPL140C	421	332	52	183
YPL139C	163	188	137	457
YPL138C	483	435	72	316
YPL137C	416	494	222	710
YPL135W	8465	5769	583	1761
YPL134C	920	1652	62	318
YPL133C	593	401	110	315
YPL132W	79	196	50	138
YPL131W	2511	9158	6465	24381
YPL130W	9	1	5	29
YPL129W	491	920	223	975
YPL128C	15	27	99	309
YPL127C	1056	2090	40	129
YPL126W	119	246	833	2377
YPL125W	441	440	98	419
YPL124W	10	77	2	26
YPL123C	1140	883	11	39
YPL122C	153	167	83	336
YPL121C	0	2	0	2
YPL120W	321	320	37	125
YPL119C-A	176	47	4	7
YPL119C	1541	404	11	26
YPL118W	430	1393	94	412
YPL117C	3309	2322	671	2995
YPL116W	156	209	48	203
YPL115C	237	323	59	196
YPL113C	846	246	12	30
YPL112C	387	465	249	917
YNCP0006C	1	1	0	1
YPL111W	452	493	23	109
YPL110C	243	277	13	99
YPL109C	491	415	14	44
YPL108W	50	103	50	256
YPL107W	1264	613	154	436
YPL106C	8930	20313	1654	5058
YPL105C	1129	1545	334	1121
YPL104W	111	456	59	245
YPL103C	53	304	45	138
YPL101W	414	538	155	556
YPL100W	890	693	44	154
YPL099C	309	449	43	104
YPL098C	338	686	56	278
YPL097W	62	140	40	120
YPL096C-A	42	56	8	50
YPL096W	279	377	19	110
YPL095C	130	166	1023	1488
YPL094C	886	1298	200	734
YPL093W	324	628	2288	7156
YPL092W	1350	569	69	166
YPL091W	900	1646	204	778
YPL090C	583	1549	1221	4313
YPL089C	1848	743	160	462
YPL088W	283	543	132	582
YPL087W	1961	2555	66	349
YPL086C	331	426	379	1267
YPL085W	765	949	94	389
YPL084W	1140	728	90	287
YPL083C	222	303	56	147
YPL082C	146	316	164	456
YPL081W	203	192	866	4342
YPL080C	9	14	8	55
YPL079W	421	1310	2045	8390
YPL078C	8526	11963	261	1264
YPL077C	39	50	6	58
YPL076W	221	139	37	75
YPL075W	373	382	75	324
YPL074W	810	664	90	363
YPL072W	51	81	44	129
YPL071C	403	248	47	166
YPL070W	495	488	36	168
YPL069C	38	43	84	314
YPL068C	14	9	189	582
YPL067C	51	66	15	47
YPL066W	193	328	53	253
YPL065W	437	360	44	190
YPL064C	484	448	155	633
YPL063W	567	1314	199	790
YPL062W	1	14	4	7
YPL061W	3614	9991	823	3347
YPL060W	140	163	57	186
YNCP0007C	0	1	0	0
YPL060C-A	12	20	1	8
YPL059W	562	1055	89	288
YPL058C	152	548	444	766
YPL057C	3793	2611	330	806
YPL056C	108	94	8	37
YPL055C	769	553	126	374
YPL054W	1435	470	13	21
YPL053C	955	727	153	496
YPL052W	548	274	52	184
YPL051W	243	84	48	200
YPL050C	277	353	311	1325
YPL049C	394	451	135	428
YPL048W	4849	3639	441	1602
YPL047W	67	58	124	519
YPL046C	123	135	49	100
YPL045W	88	149	96	356
YPL043W	282	373	694	2102
YPL042C	315	451	86	333
YPL041C	13	8	13	65
YPL040C	109	208	64	198
YPL039W	156	137	92	346
YPL038W-A	2	2	3	8
YPL038W	44	78	90	271
YPL037C	1777	2779	576	2437
YPL036W	1494	465	70	249
YPL034W	117	97	32	148
YPL033C	4	2	1	6
YPL032C	135	431	111	410
YPL031C	659	1583	139	469
YPL030W	51	38	282	1051
YPL029W	49	79	62	173
YPL028W	4443	3989	227	1432
YPL027W	45	20	3	15
YPL026C	680	701	571	1412
YPL024W	170	243	203	609
YPL023C	1113	1227	159	547
YPL022W	478	614	73	290
YPL021W	12	3	0	5
YPL020C	971	794	73	153
YPL019C	614	689	179	462
YPL018W	258	159	19	55
YPL017C	449	227	32	79
YPL016W	263	224	81	348
YPL015C	403	971	22	82
YPL014W	52	804	9	54
YPL013C	963	891	69	220
YPL012W	137	288	858	2378
YPL011C	235	338	90	338
YPL010W	882	1536	101	369
YPL009C	1611	1824	157	601
YPL008W	185	322	35	109
YPL007C	49	174	9	51
YPL006W	1049	825	38	147
YPL005W	169	371	31	111
YPL004C	10760	9571	114	492
YPL003W	281	212	19	100
YPL002C	332	305	82	287
YPL001W	37	49	116	500
YPR001W	10239	1015	145	49
YPR002W	8456	3269	75	73
YNCP0008C	0	0	3	1
YPR003C	216	213	35	122
YPR004C	536	1049	240	820
YPR005C	314	248	22	64
YPR006C	2437	2595	32	116
YPR007C	95	55	4	11
YNCP0009W	0	1	1	1
YPR008W	619	766	431	1053
YPR009W	17	17	12	60
YPR010C	228	496	1603	5088
YNCP0010W	1	0	0	1
YPR010C-A	9396	6469	148	420
YPR011C	165	347	23	83
YPR013C	740	690	57	121
YPR014C	158	93	9	24
YNCP0026W	68	77	4	13
YPR015C	370	203	29	18
YPR016C	785	991	1114	3312
YPR017C	36	61	39	160
YPR018W	48	195	39	138
YPR019W	212	280	66	191
YPR020W	1595	2606	70	303
YPR021C	85	133	17	98
YPR022C	682	929	97	347
YPR023C	2352	2719	133	561
YPR024W	757	1359	140	429
YPR025C	513	440	55	318
YPR026W	3781	920	50	135
YPR027C	16	24	26	62
YNCP0011C	0	0	0	0
YPR028W	2035	2759	89	526
YPR029C	835	756	86	332
YPR030W	6314	3810	65	148
YPR031W	219	169	55	195
YPR032W	335	322	33	134
YPR033C	370	1110	626	1900
YPR034W	99	224	129	601
YPR035W	15078	14702	1828	4383
YPR036W	2794	3737	543	2579
YPR036W-A	21053	13551	417	2510
YPR037C	245	243	36	93
YPR038W	6	3	3	16
YPR040W	571	661	143	406
YPR041W	371	792	1039	3618
YPR042C	563	456	46	122
YPR043W	901	2254	2286	9403
YPR045C	379	326	73	319
YPR046W	8	20	16	131
YPR047W	54	317	19	54
YPR048W	43	62	122	462
YPR049C	947	545	73	203
YPR051W	63	62	27	127
YPR052C	74	172	18	46
YPR053C	33	25	9	32
YPR054W	144	75	44	116
YPR055W	176	248	61	206
YPR056W	300	296	65	200
YPR057W	70	186	81	378
YPR058W	203	372	50	237
YPR060C	23	59	258	960
YPR061C	830	376	108	407
YPR062W	445	635	515	2128
YPR063C	468	846	155	586
YPR064W	5	9	2	4
YPR065W	390	493	1309	3216
YPR066W	100	125	11	41
YPR067W	95	228	19	84
YPR068C	22	57	31	135
YPR069C	942	1747	332	1373
YPR070W	90	162	126	534
YPR071W	49	33	79	244
YNCP0012W	0	0	0	0
YPR072W	489	912	99	524
YPR073C	257	724	72	352
YPR074C	164	1495	1479	5061
YPR075C	1678	1455	232	817
YPR078C	20	14	29	84
YPR079W	72	82	152	446
YPR080W	4152	7722	2951	10874
YPR081C	397	735	17	105
YPR082C	303	417	27	140
YPR083W	673	604	39	141
YPR084W	272	314	73	228
YPR085C	328	246	123	452
YPR086W	912	900	246	803
YPR088C	1793	1969	357	1272
YPR089W	345	524	66	288
YPR091C	837	569	85	311
YNCP0013C	53	27	0	6
YNCP0014C	77	61	1	13
YNCP0015C	75	51	1	7
YPR093C	418	401	26	72
YPR094W	163	139	57	161
YPR095C	192	198	66	250
YPR096C	4	6	4	5
YPR097W	355	569	52	225
YPR098C	2206	1649	47	218
YPR099C	0	0	1	3
YPR100W	69	117	4	45
YPR101W	3202	469	85	286
YPR102C	378	1245	1418	5704
YPR103W	2192	2871	121	738
YPR104C	89	95	117	432
YPR105C	106	169	76	367
YPR106W	315	233	62	258
YPR107C	88	203	38	193
YPR108W	767	1481	78	420
YNCP0016W	4	1	0	2
YPR109W	417	633	42	212
YPR110C	211	322	880	2871
YPR111W	260	339	107	334
YPR112C	191	286	608	1899
YPR113W	115	373	393	1304
YPR114W	34	126	99	484
YPR115W	2473	1832	61	227
YPR116W	60	135	0	8
YPR117W	429	499	47	171
YPR118W	121	216	56	255
YNCP0017C	0	0	3	3
YPR119W	96	130	13	91
YPR120C	48	161	11	16
YNCP0018C	0	2	0	0
YPR121W	32	46	6	38
YPR122W	167	176	11	46
YPR124W	2633	5033	49	163
YPR125W	78	382	177	442
YPR127W	1514	1368	104	413
YPR128C	300	869	133	538
YPR129W	532	981	164	760
YPR131C	156	232	82	414
YPR132W	2374	3616	2713	10888
YPR133C	1377	1540	284	1104
YPR133W-A	234	510	76	272
YPR134W	404	510	39	132
YPR135W	52	212	6	27
YPR137W	97	142	593	1869
YPR137C-B	0	0	0	0
YPR137C-A	0	0	0	0
YNCP0019W	0	0	0	0
YPR138C	256	996	101	233
YPR139C	132	333	41	194
YPR140W	1183	986	97	233
YPR141C	36	120	32	127
YPR143W	430	726	584	1868
YNCP0020W	0	0	0	0
YPR144C	131	267	642	2108
YNCP0021W	2	16	0	7
YPR145W	366	2000	156	433
YPR145C-A	773	1355	26	81
YPR147C	143	230	23	126
YPR148C	4567	4686	143	689
YPR149W	15408	18331	391	1799
YPR151C	5198	2550	41	71
YPR152C	338	320	43	126
YPR153W	208	167	20	43
YPR154W	5252	11361	119	618
YPR155C	581	686	10	57
YPR156C	542	723	85	330
YPR157W	158	162	17	66
YPR158W	231	491	20	113
YPR158W-A	0	0	0	0
YPR158W-B	2	6	2	3
YPR158C-D	1	0	0	0
YPR158C-C	0	0	0	0
YNCP0022W	0	0	0	0
YPR159W	667	1037	484	1510
YPR159C-A	0	1	0	0
YNCP0023W	0	0	0	0
YPR160W	6064	14880	102	604
YPR161C	489	555	154	408
YPR162C	305	308	99	281
YPR163C	869	1563	1242	4260
YPR164W	250	241	42	107
YPR165W	2349	3683	443	1728
YPR166C	212	376	33	128
YPR167C	11	23	30	134
YPR168W	187	95	46	110
YPR169W	676	571	504	1820
YNCP0024C	0	0	0	0
YPR170W-B	1192	1188	235	878
YPR171W	148	244	105	366
YPR172W	1093	847	29	107
YPR173C	1351	1296	184	632
YPR174C	105	207	7	24
YPR175W	26	147	16	55
YPR176C	344	515	83	288
YPR178W	162	175	38	193
YPR179C	250	330	58	194
YPR180W	632	611	56	233
YPR181C	1492	2313	223	826
YPR182W	370	431	35	137
YPR183W	955	2270	203	659
YPR184W	4876	3934	57	149
YPR185W	387	531	4	35
YPR186C	42	40	148	473
YPR187W	208	462	731	2729
YPR188C	422	484	94	354
YPR189W	136	229	90	318
YPR190C	112	129	328	1227
YPR191W	6275	8980	166	690
YPR192W	485	232	8	7
YPR193C	362	227	4	8
YPR194C	2655	6976	105	396
YPR195C	22	13	0	2
YPR196W	145	189	38	135
YPR198W	850	360	62	232
YPR199C	736	720	160	506
YPR200C	252	156	4	32
YPR201W	243	111	20	46
YPR202W	0	1	0	0
YPR203W	0	0	0	0
YPR204W	139	56	3	14
tP(UGG)Q	0	0	0	0
Q0020	30	22	4	29
tW(UCA)Q	0	0	0	0
Q0050	50	31	3	24
Q0055	0	0	0	0
Q0060	0	0	0	0
Q0065	0	1	0	2
Q0070	0	0	0	0
Q0045	5	7	2	0
Q0075	4	2	0	0
Q0080	0	0	0	0
Q0085	2	1	1	0
tE(UUC)Q	0	0	0	0
Q0110	6	1	0	0
Q0115	2	1	0	2
Q0120	2	2	0	1
Q0105	1	1	0	2
Q0130	13	15	2	4
tS(UGA)Q2	0	0	0	0
Q0140	0	0	0	0
Q0158	163	145	40	233
Q0160	0	0	0	0
tT(UGU)Q1	0	0	0	0
tC(GCA)Q	0	0	0	0
tH(GUG)Q	0	0	0	0
tL(UAA)Q	0	0	0	0
tQ(UUG)Q	0	0	0	0
tK(UUU)Q	0	0	0	0
tR(UCU)Q1	0	0	0	0
tG(UCC)Q	0	0	0	0
tD(GUC)Q	0	0	0	0
tS(GCU)Q1	0	0	0	0
tR(ACG)Q2	0	0	0	0
tA(UGC)Q	0	0	0	0
tI(GAU)Q	0	0	0	0
tY(GUA)Q	0	0	0	0
tN(GUU)Q	0	0	0	0
tM(CAU)Q1	0	0	0	0
Q0250	1	2	0	7
Q0255	1	1	0	1
tF(GAA)Q	1	0	0	0
tT(UAG)Q2	0	0	0	0
tV(UAC)Q	0	0	0	0
Q0275	3	7	0	1
tM(CAU)Q2	0	0	0	0
Q0285	0	0	0	0
